brand_name,company_name,industry_name,kmeans_cluster,hierarchical_cluster,dbscan_cluster,segment_label,initial_greenwashing_level,scope12_total,revenues,country_of_origin,electric_vehicles_percent,major_sustainability_award_last5y
Georgia,Coca-Cola Company,Non-Alcoholic Beverages,0,0,3,CL-01,0.6,1371418,43000,United States,1,0
Gerber,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Gerbes,Kroger Co.,Food Retailers & Distributors,0,0,3,CL-01,0.0,4894705,42639,United States,1,0
Gertrude Hawk Ingredients,Barry Callebaut,Processed Foods,0,0,1,CL-01,1.0,0,9453,United States,1,0
Gevalia,Kraft Heinz,Processed Foods,0,0,1,CL-01,0.0,959333,26042,United States,1,0
GG UniqueFiber,Hain Celestial Group Inc.,Processed Foods,0,0,1,CL-01,0.0,43621,2054,United States,1,0
Ghirardelli,Lindt & Sprungli,Processed Foods,0,0,1,CL-01,0.0,164276,5990,United States,1,0
Ghost Pines,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Giant Eagle,Giant Eagle Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,11500,United States,1,0
Giant Food,Ahold Delhaize USA,Food Retailers & Distributors,0,0,3,CL-01,0.0,2679000,91646,United States,1,0
Giant Tiger,Giant Tiger,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,2100,United States,1,0
Giant Value,Giant Tiger,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,2100,United States,1,0
Gillette,Procter & Gamble Company,Household & Personal Products,0,0,1,CL-01,0.0,2315748,80187,United States,1,0
Ginger Evans,Save-A-Lot Corp.,Food Retailers & Distributors,0,0,3,CL-01,0.0,61558,4700,United States,1,0
Gini,Keurig,Non-Alcoholic Beverages,0,0,3,CL-01,0.0,323508,12683,United States,1,0
Ginisa,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,United States,1,0
Giorgio,"Revlon, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,2079,United States,1,0
Giotti,McCormick & Company,Processed Foods,0,0,1,CL-01,0.0,96615,6318,United States,1,0
Giotto,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Girl Scouts Do-si-dos,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Girl Scouts Samoas,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Glaceau vitamin water,Coca-Cola Company,Non-Alcoholic Beverages,0,0,3,CL-01,0.6,1371418,43000,United States,1,0
Glacier Fish Company,Nissui,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,6000,United States,1,0
Glad,Clorox Company,Household & Personal Products,0,0,1,CL-01,0.0,91887,7107,United States,1,0
Glade,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,United States,1,0
GlamGlow,Estée Lauder Companies Inc.,Household & Personal Products,0,0,1,CL-01,0.6,30800,17737,United States,1,0
Glance,"Diversey Holdings, Ltd.",Chemicals,1,0,5,CL-01,0.0,24832,2619,United States,1,0
Glendalough Distillery,Mark Anthony Group,Alcoholic Beverages,0,0,3,CL-01,1.0,0,3500,United States,1,0
GlenDronach,Brown-Forman Corp.,Alcoholic Beverages,0,0,3,CL-01,0.6,162388,3933,United States,1,0
Glenglassaugh,Brown-Forman Corp.,Alcoholic Beverages,0,0,3,CL-01,0.6,162388,3933,United States,1,0
Glister,Amway Corporation,Household & Personal Products,0,0,1,CL-01,1.0,0,3500,United States,1,0
Glo,Save-A-Lot Corp.,Food Retailers & Distributors,0,0,3,CL-01,0.0,61558,4700,United States,1,0
GLOBUS,Bonduelle N.A.,Processed Foods,0,0,1,CL-01,0.0,153619,2203,United States,1,0
Glosette,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Glowify,"SeneGence International, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,1000,United States,1,0
Glucobay,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Glutino,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Go-Gurt,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Go-Tarts,Kellogg,Processed Foods,0,0,1,CL-01,0.0,909000,14181,United States,1,0
Gogo-no-Kocha,Kirin,Alcoholic Beverages,0,0,3,CL-01,1.0,0,14990,United States,1,0
Gold Emblem,CVS Health,Drug Retailers,1,0,-1,CL-01,0.0,983724,322500,United States,1,0
Gold Emblem Abound,CVS Health,Drug Retailers,1,0,-1,CL-01,0.0,983724,322500,United States,1,0
Gold Kist,Pilgrim's Pride Corporation,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,1466707,14777,United States,1,0
Gold Kist Chicken,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Gold Medal,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Gold'n Plump,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Golden Circle,Kraft Heinz,Processed Foods,0,0,1,CL-01,0.0,959333,26042,United States,1,0
Golden Crisp,"Post Holdings, Inc.",Processed Foods,0,0,1,CL-01,0.0,621000,6227,United States,1,0
Golden Dipt,Kerry,Processed Foods,0,0,1,CL-01,1.0,0,8000,United States,1,0
Golden Flake,"Utz Brands, Inc.",Processed Foods,0,0,1,CL-01,0.0,108188,1181,United States,1,0
Golden Gallery,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Golden Goodness,"Grassland Dairy Products, Inc.",Agricultural Products,0,0,3,CL-01,1.0,0,1815,United States,1,0
Golden Grahams,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Golden Island,Tyson Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,5760000,53282,United States,1,0
Golden State Foods,Golden State Foods Corporation,Processed Foods,0,0,1,CL-01,1.0,0,5000,United States,1,0
Golden Tiger,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,United States,1,0
Golden Wing,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Goldfish,Campbell Soup Company,Processed Foods,0,0,1,CL-01,0.0,672061,7635,United States,1,0
Gold’n Plump,Pilgrim's Pride Corporation,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,1466707,14777,United States,1,0
Goobers,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Good & Fruity,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Good & Gather,Target,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,1671179,109120,United States,1,0
Good & Plenty,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Good Graces,Hy-Vee Food Stores Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,12000,United States,1,0
Good Grains,J.R. Simplot Company,Processed Foods,0,0,1,CL-01,1.0,0,6000,United States,1,0
Good Health,"Utz Brands, Inc.",Processed Foods,0,0,1,CL-01,0.0,108188,1181,United States,1,0
Good Humor,Unilever PLC,Household & Personal Products,0,0,1,CL-01,0.0,730000,59388,United States,1,0
Good Kind Pure,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
Good Nature pork,Cargill Incorporated,Food Retailers & Distributors,0,0,-1,CL-01,0.0,10706567,165000,United States,1,0
Good sense,"Diversey Holdings, Ltd.",Chemicals,1,0,5,CL-01,0.0,24832,2619,United States,1,0
Good Start,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Good Threads,Amazon,E-commerce,1,0,-1,CL-01,0.0,17060000,513980,United States,1,0
Good to Go,Indofood,Processed Foods,0,0,1,CL-01,1.0,0,7330,United States,1,0
Goodfellow & Co,Target,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,1671179,109120,United States,1,0
Goodies,H Mart,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,1050,United States,1,0
Goodies,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Goodline,CVS Health,Drug Retailers,1,0,-1,CL-01,0.0,983724,322500,United States,1,0
Goodnature,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Goodnessknows,"Mars, Incorporated",Processed Foods,0,0,1,CL-01,1.0,0,40000,United States,1,0
Goose Island,Anheuser-Busch InBev,Alcoholic Beverages,0,0,3,CL-01,0.0,3680000,57800,United States,1,0
Gopuff,Gopuff,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,2000,United States,1,0
Gormet Burger,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Gortons,Nissui,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,6000,United States,1,0
Gourmet,McCormick & Company,Processed Foods,0,0,1,CL-01,0.0,96615,6318,United States,1,0
Gourmet,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Gourmet Garage,Village Supermarket,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,2170,United States,1,0
Gourmet Garden,McCormick & Company,Processed Foods,0,0,1,CL-01,0.0,96615,6318,United States,1,0
Gourmet House,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Govit,Indofood,Processed Foods,0,0,1,CL-01,1.0,0,7330,United States,1,0
Gowell,Indofood,Processed Foods,0,0,1,CL-01,1.0,0,7330,United States,1,0
Grainge,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Grandma Molasses,B&G Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,86441,2056,United States,1,0
Grandma's Cookies,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Granola,Nissin Foods,Processed Foods,0,0,1,CL-01,0.0,134448,5000,United States,1,0
Grape-Nuts,"Post Holdings, Inc.",Processed Foods,0,0,1,CL-01,0.0,621000,6227,United States,1,0
Grass Run Farms,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Grass-Fed Organic,"National Beef Packing Company, LLC","Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,11600,United States,1,0
Grasssland,"Grassland Dairy Products, Inc.",Agricultural Products,0,0,3,CL-01,1.0,0,1815,United States,1,0
Great American,Premium Brands Holdings Corp.,Processed Foods,0,0,1,CL-01,0.0,81984,6300,United States,1,0
Great Grains,"Post Holdings, Inc.",Processed Foods,0,0,1,CL-01,0.0,621000,6227,United States,1,0
Great Lakes,"Great Lakes Cheese Company, Inc.",Processed Foods,0,0,1,CL-01,1.0,0,3400,United States,1,0
Great Midwest,Saputo Inc.,Processed Foods,0,0,1,CL-01,0.0,879317,12880,United States,1,0
Great Southern,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Great to Go,Giant Eagle Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,11500,United States,1,0
Great Value,Walmart,Multiline and Specialty Retailers & Distributors,0,0,-1,CL-01,0.0,14620902,611300,United States,1,0
Green Chef,HelloFresh,E-commerce,1,0,-1,CL-01,0.6,42184,6610,United States,1,0
Green Mountain,Keurig,Non-Alcoholic Beverages,0,0,3,CL-01,0.0,323508,12683,United States,1,0
Green Oasis,AAK AB,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,4260,United States,1,0
Greenfield Natural Meat Co.,Maple Leaf Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,272955,3560,United States,1,0
Greenwise,Publix Super Markets,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,54500,United States,1,0
Grey Flannel,"Revlon, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,2079,United States,1,0
Grey Poupon,Kraft Heinz,Processed Foods,0,0,1,CL-01,0.0,959333,26042,United States,1,0
Grill Mates,McCormick & Company,Processed Foods,0,0,1,CL-01,0.0,96615,6318,United States,1,0
Grimm's,Premium Brands Holdings Corp.,Processed Foods,0,0,1,CL-01,0.0,81984,6300,United States,1,0
Grissoms,Save-A-Lot Corp.,Food Retailers & Distributors,0,0,3,CL-01,0.0,61558,4700,United States,1,0
Grocery Outlet,Grocery Outlet Holding Corp,Food Retailers & Distributors,0,0,3,CL-01,0.0,5061,3578,United States,1,0
Grolsch,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Grove Square,TreeHouse Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,326429,3297,United States,1,0
Growing Goodness,"Ocean Spray Cranberries, Inc.",Agricultural Products,0,0,3,CL-01,1.0,0,1000,United States,1,0
Grown In Idaho,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Gruma,Gruma,Processed Foods,0,0,1,CL-01,1.0,0,5597,United States,1,0
Grupo Comercial Chedraui,Grupo Comercial Chedraui,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,234100,41952,United States,1,0
GSQ by Glamsquad,CVS Health,Drug Retailers,1,0,-1,CL-01,0.0,983724,322500,United States,1,0
GTC,H-E-B,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,38900,United States,1,0
Guaranteed Gasoline,QuikTrip Corp.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,20300,United States,1,0
Gucci,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
Guida's,"Dairy Farmers of America, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,19300,United States,1,0
Gulden's,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Gustare Vita,Hy-Vee Food Stores Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,12000,United States,1,0
Gwaltney,"Smithfield Foods, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,0.0,3944258,19100,United States,1,0
H Mart,H Mart,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,1050,United States,1,0
H-E-B,H-E-B,Food Retailers & Distributors,0,0,-1,CL-01,1.0,0,38900,United States,1,0
H-E-B Organics,H-E-B,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,38900,United States,1,0
H-E-B Select Ingredients,H-E-B,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,38900,United States,1,0
H-E-Buddy,H-E-B,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,38900,United States,1,0
H.K. Anderson,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Häagen-Dazs,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Häagen-Dazs,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Habitant,TreeHouse Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,326429,3297,United States,1,0
Hagan,HP Hood LLC,Processed Foods,0,0,1,CL-01,1.0,0,2700,United States,1,0
Hain Celestial,Hain Celestial Group Inc.,Processed Foods,0,0,1,CL-01,0.0,43621,2054,United States,1,0
HAIO,H Mart,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,1050,United States,1,0
Halls,"Mondelez International, Inc.",Processed Foods,0,0,1,CL-01,0.0,1185000,28720,United States,1,0
Halo Top Creamery,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Halos,Wonderful Company LLC,Processed Foods,0,0,1,CL-01,1.0,0,4800,United States,1,0
Halston,"Revlon, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,2079,United States,1,0
Hama-Sushi,Zensho,Restaurants,0,0,6,CL-01,1.0,0,6580,United States,1,0
Hamburger Helper,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Hamm's,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Hanaya Yohei,Zensho,Restaurants,0,0,6,CL-01,1.0,0,6580,United States,1,0
Hannaford,Ahold Delhaize USA,Food Retailers & Distributors,0,0,3,CL-01,0.0,2679000,91646,United States,1,0
Hans,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Hanuta,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Hapima,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,United States,1,0
Happy Belly,Amazon,E-commerce,1,0,-1,CL-01,0.0,17060000,513980,United States,1,0
Happy Thursday,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Harbin,Anheuser-Busch InBev,Alcoholic Beverages,0,0,3,CL-01,0.0,3680000,57800,United States,1,0
Harlan Fairbanks,Premium Brands Holdings Corp.,Processed Foods,0,0,1,CL-01,0.0,81984,6300,United States,1,0
Harness Branded Herbicides,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Hartley's,Hain Celestial Group Inc.,Processed Foods,0,0,1,CL-01,0.0,43621,2054,United States,1,0
Harvest,Premium Brands Holdings Corp.,Processed Foods,0,0,1,CL-01,0.0,81984,6300,United States,1,0
Harvest Fresh Avocados,J.R. Simplot Company,Processed Foods,0,0,1,CL-01,1.0,0,6000,United States,1,0
Harvestland,Perdue Farms Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,8000,United States,1,0
Harveys Supermarket,Southeastern Grocers LLC,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,10500,United States,1,0
Hawaiian Brand,"Utz Brands, Inc.",Processed Foods,0,0,1,CL-01,0.0,108188,1181,United States,1,0
Hawaiian Punch,Keurig,Non-Alcoholic Beverages,0,0,3,CL-01,0.0,323508,12683,United States,1,0
Hawaiian Snacks,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Haywards,Anheuser-Busch InBev,Alcoholic Beverages,0,0,3,CL-01,0.0,3680000,57800,United States,1,0
Head and Shoulders,Procter & Gamble Company,Household & Personal Products,0,0,1,CL-01,0.0,2315748,80187,United States,1,0
Headliner,Target,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,1671179,109120,United States,1,0
Health Valley,Hain Celestial Group Inc.,Processed Foods,0,0,1,CL-01,0.0,43621,2054,United States,1,0
Healthy Choice,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Healthy Ones,"Smithfield Foods, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,0.0,3944258,19100,United States,1,0
Healthy Request,Campbell Soup Company,Processed Foods,0,0,1,CL-01,0.0,672061,7635,United States,1,0
Heart Heartbrand,Unilever PLC,Household & Personal Products,0,0,1,CL-01,0.0,730000,59388,United States,1,0
Heart?Heartbrand,Unilever PLC,Household & Personal Products,0,0,1,CL-01,0.0,730000,59388,United States,1,0
Hearth & Hand with Magnolia,Target,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,1671179,109120,United States,1,0
Heartland,McKee Foods Corporation,Processed Foods,0,0,1,CL-01,1.0,0,1500,United States,1,0
Heath,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Hebrew National,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Heide,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Heinz,Kraft Heinz,Processed Foods,0,0,1,CL-01,0.0,959333,26042,United States,1,0
Hellmann’s,Unilever PLC,Household & Personal Products,0,0,1,CL-01,0.0,730000,59388,United States,1,0
Hello,Colgate-Palmolive Co.,Household & Personal Products,0,0,1,CL-01,0.0,421100,17421,United States,1,0
HelloFresh,HelloFresh,E-commerce,1,0,-1,CL-01,0.6,42184,6610,United States,1,0
Heluva Good!,Schreiber Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,5000,United States,1,0
Hempler's,Premium Brands Holdings Corp.,Processed Foods,0,0,1,CL-01,0.0,81984,6300,United States,1,0
Henri's,B&G Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,86441,2056,United States,1,0
Henry Weinhard's Gourmet Soda,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Herba,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Herbal Essences,Procter & Gamble Company,Household & Personal Products,0,0,1,CL-01,0.0,2315748,80187,United States,1,0
Herdez,Hormel Foods Corp.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,657906,11386,United States,1,0
Hereford Boss,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Herman Joseph's Private Reserve,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Hero,Anheuser-Busch InBev,Alcoholic Beverages,0,0,3,CL-01,0.0,3680000,57800,United States,1,0
Herradura,Brown-Forman Corp.,Alcoholic Beverages,0,0,3,CL-01,0.6,162388,3933,United States,1,0
Hershey Kisses,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Hershey Milk & Milkshakes,HP Hood LLC,Processed Foods,0,0,1,CL-01,1.0,0,2700,United States,1,0
Hershey's,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Herta,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Heyday,Target,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,1671179,109120,United States,1,0
Hi-C,Coca-Cola Company,Non-Alcoholic Beverages,0,0,3,CL-01,0.6,1371418,43000,United States,1,0
Hi-me,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,United States,1,0
Hickory Sticks,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Hickory Sweet,Southeastern Grocers LLC,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,10500,United States,1,0
Hidden Valley Ranch,Clorox Company,Household & Personal Products,0,0,1,CL-01,0.0,91887,7107,United States,1,0
High Noon Hard Seltzer,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Hiland Dairy,"Prairie Farms Dairy, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,3600,United States,1,0
Hill & Valley,J&J Snack Foods Corp.,Processed Foods,0,0,1,CL-01,1.0,0,1145,United States,1,0
Hill Country Products,H-E-B,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,38900,United States,1,0
Hill's Pet Nutrition,Colgate-Palmolive Co.,Household & Personal Products,0,0,1,CL-01,0.0,421100,17421,United States,1,0
Hill's Prescription Diet,Colgate-Palmolive Co.,Household & Personal Products,0,0,1,CL-01,0.0,421100,17421,United States,1,0
Hillshire,Tyson Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,5760000,53282,United States,1,0
